PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Sex_Encoded,Embarked_Q,Embarked_S,Embarked_nan,Age_Scaled,Fare_Scaled,FamilySize,IsAlone
252,0,1,male,26.0,0,0,29.712426676386027,1,False,True,False,-0.02518201217163421,-0.18415854941215853,1,1
253,1,2,male,14.0,0,0,23.90813483950087,1,True,False,False,-0.827440807020161,-0.4303978349304978,1,1
254,0,1,male,27.0,0,0,11.452367775810353,1,False,True,False,0.041672887399076354,-0.9588170234446233,1,1
255,0,2,male,26.0,0,0,72.55613179436142,1,False,True,False,-0.02518201217163421,1.633428097449171,1,1
256,0,2,male,54.0,1,0,25.173365893783465,1,False,True,False,1.8467551758082614,-0.3767221067663274,2,0
257,1,1,female,54.0,0,0,13.743325461842407,0,False,True,False,1.8467551758082614,-0.8616262205672794,1,1
258,1,1,male,27.0,0,0,21.004555501488056,1,False,True,False,0.041672887399076354,-0.5535782885897294,1,1
259,0,1,male,27.0,0,0,23.28970803860402,1,False,True,False,0.041672887399076354,-0.45663376135833816,1,1
260,0,3,female,2.0,1,2,59.977332532716,0,False,False,False,-1.6296996018686876,1.0997894331795977,4,0
261,1,1,male,27.0,0,0,46.934309685778345,1,False,True,False,0.041672887399076354,0.5464567067960724,1,1
262,1,2,female,2.0,0,0,51.249749785105756,0,False,True,False,-1.6296996018686876,0.7295334570040406,1,1
263,0,1,female,38.0,0,0,7.582776800646016,0,False,True,False,0.7770767826768925,-1.1229792233735674,1,1
264,0,3,female,27.0,0,1,23.393540793229263,0,False,False,False,0.041672887399076354,-0.4522287961996527,2,0
265,1,1,male,38.0,1,0,26.94544163114482,1,False,False,False,0.7770767826768925,-0.3015441736583994,2,0
266,1,3,male,27.0,1,0,7.831365183993389,1,False,True,False,0.041672887399076354,-1.1124331950855644,2,0
267,1,3,male,27.0,0,1,16.27558112065479,1,False,False,False,0.041672887399076354,-0.7541986752785931,2,0
268,1,1,female,38.0,1,1,50.09974045143134,0,False,True,False,0.7770767826768925,0.6807458555840238,3,0
269,0,2,male,22.0,1,0,11.674031520016678,1,False,True,False,-0.29260161045447647,-0.9494132368100806,2,0
270,0,3,male,27.0,1,0,30.241551357945745,1,False,True,False,0.041672887399076354,-0.16171114545679435,2,0
271,1,1,male,38.0,1,0,14.519862682306814,1,False,True,False,0.7770767826768925,-0.8286826719451331,2,0
272,1,1,female,22.0,0,1,7.6158449074633285,0,False,True,False,-0.29260161045447647,-1.1215763533551453,2,0
273,1,2,female,22.0,0,0,15.53056885550898,0,True,False,False,-0.29260161045447647,-0.7858048200120652,1,1
274,1,3,male,54.0,0,0,89.92207984261105,1,False,False,False,1.8467551758082614,2.3701551194392265,1,1
275,0,3,male,27.0,1,1,55.76459473884642,1,False,True,False,0.041672887399076354,0.9210696903426775,3,0
276,0,1,male,22.0,0,0,89.92207984261105,1,False,True,False,-0.29260161045447647,2.3701551194392265,1,1
277,1,1,male,54.0,1,0,27.324368723335038,1,False,True,False,1.8467551758082614,-0.28546870070379804,2,0
278,1,2,female,38.0,1,0,10.737123625855775,0,False,True,False,0.7770767826768925,-0.9891602958722381,2,0
279,1,2,female,26.0,0,0,31.069504310050835,0,False,True,False,-0.02518201217163421,-0.12658635347552738,1,1
280,1,3,female,27.0,1,0,25.424828932607856,0,False,True,False,0.041672887399076354,-0.3660541250806206,2,0
281,1,3,female,27.0,0,0,63.055726621994275,0,False,True,False,0.041672887399076354,1.2303861678700694,1,1
282,0,1,male,2.0,0,0,10.346969482598714,1,False,False,False,-1.6296996018686876,-1.0057120613894581,1,1
283,0,3,male,2.0,1,0,27.347052068895387,1,False,True,False,-1.6296996018686876,-0.28450639023407787,2,0
284,0,2,male,38.0,0,2,12.127285511537734,1,False,True,False,0.7770767826768925,-0.9301845449787658,3,0
285,0,2,female,4.0,1,0,19.026877850411132,0,False,False,False,-1.4959898027272664,-0.6374786067460448,2,0
286,0,1,male,4.0,1,2,47.35879634074372,1,False,True,False,-1.4959898027272664,0.5644649830110116,4,0
287,0,2,female,38.0,0,0,26.638945798748534,0,False,True,False,0.7770767826768925,-0.31454684769763447,1,1
288,0,2,female,22.0,0,1,21.392776892647777,0,False,True,False,-0.29260161045447647,-0.537108517484387,2,0
289,0,2,male,27.0,0,0,22.299846204757348,1,False,True,False,0.041672887399076354,-0.4986273201899838,1,1
290,0,2,male,2.0,0,0,25.704864827507695,1,False,False,False,-1.6296996018686876,-0.354173978351708,1,1
291,0,1,male,2.0,3,0,53.36582605683392,1,False,True,False,-1.6296996018686876,0.819305150760273,4,0
292,0,1,female,22.0,0,1,74.0422554897124,0,False,True,False,-0.29260161045447647,1.6964748992329146,2,0
293,1,3,male,2.0,0,0,89.92207984261105,1,False,False,False,-1.6296996018686876,2.3701551194392265,1,1
294,0,2,female,27.0,0,0,53.63028891367093,0,False,False,False,0.041672887399076354,0.8305246322652954,1,1
295,0,3,male,27.0,0,0,18.617918768121537,1,False,False,False,0.041672887399076354,-0.6548281465450752,1,1
296,0,1,female,14.0,1,1,42.20551804043061,0,False,True,False,-0.827440807020161,0.34584407241475307,3,0
297,1,1,female,2.0,0,0,24.516424800946815,0,False,True,False,-1.6296996018686876,-0.4045919503017179,1,1
298,0,1,male,38.0,1,0,16.06787120746933,1,False,False,True,0.7770767826768925,-0.7630104893732667,2,0
299,1,1,female,27.0,0,0,62.391311785717356,0,False,False,False,0.041672887399076354,1.2021992608071037,1,1
300,0,1,female,2.0,3,1,8.425523502312682,0,False,True,False,-1.6296996018686876,-1.0872268264364244,5,0
